"FIPS","County","State","Type","RE","Sex","All.Site","Bladder","Brain...ONS","Cervix","Colon...Rectum","Corpus.Uteri...Uterus..NOS","Esophagus","Female.Breast","Kidney...Renal.Pelvis","Leukemia","Liver...IBD","Lung...Bronchus","Melanoma.of.the.Skin","Non.Hodgkin.Lymphoma","Oral.Cavity...Pharynx","Ovary","Pancreas","Prostate","Stomach","Thyroid"
30103,"Treasure County","Montana","Mortality","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30103,"Treasure County","Montana","Mortality","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30103,"Treasure County","Montana","Mortality","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30103,"Treasure County","Montana","Mortality","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30103,"Treasure County","Montana","Mortality","White NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30103,"Treasure County","Montana","Mortality","White NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30103,"Treasure County","Montana","Mortality","White NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","All","All",130.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","All","Female",101.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","All","Male",166.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","White NH","All",121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","White NH","Female",93.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30105,"Valley County","Montana","Mortality","White NH","Male",157.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","All","All",163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","All","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","All","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","White NH","All",169.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","White NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30107,"Wheatland County","Montana","Mortality","White NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","All","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","All","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","All","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","White NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","White NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,"Wibaux County","Montana","Mortality","White NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30111,"Yellowstone County","Montana","Mortality","All","All",146.5,4.2,5.6,NA,11.7,NA,3.3,NA,3.8,5.8,5.7,29.8,2,4.6,4.5,NA,11.6,NA,2.2,NA
30111,"Yellowstone County","Montana","Mortality","All","Female",131.8,NA,4.6,NA,9.9,6.9,NA,20.8,NA,4.6,4.1,29.5,NA,2.7,NA,5.9,11.8,NA,NA,NA
30111,"Yellowstone County","Montana","Mortality","All","Male",167.4,7.4,6.5,NA,14,NA,6.3,NA,5.2,7.4,7.3,30.5,NA,7,7.1,NA,11.3,21.6,3.7,NA
30111,"Yellowstone County","Montana","Mortality","American Indian/Alaska Native NH","All",265.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30111,"Yellowstone County","Montana","Mortality","American Indian/Alaska Native NH","Female",247.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30111,"Yellowstone County","Montana","Mortality","American Indian/Alaska Native NH","Male",305.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30111,"Yellowstone County","Montana","Mortality","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30111,"Yellowstone County","Montana","Mortality","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30111,"Yellowstone County","Montana","Mortality","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30111,"Yellowstone County","Montana","Mortality","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30111,"Yellowstone County","Montana","Mortality","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30111,"Yellowstone County","Montana","Mortality","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30111,"Yellowstone County","Montana","Mortality","Hispanic","All",139.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30111,"Yellowstone County","Montana","Mortality","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30111,"Yellowstone County","Montana","Mortality","Hispanic","Male",176.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30111,"Yellowstone County","Montana","Mortality","White NH","All",143.6,4.1,6,NA,11.2,NA,3.5,NA,3.8,5.7,4.7,29.8,2,4.4,4.5,NA,11.4,NA,2,NA
30111,"Yellowstone County","Montana","Mortality","White NH","Female",129.9,NA,5,NA,9.5,6.7,NA,18.7,NA,4.3,3.7,29.6,NA,2.5,NA,6.1,11.9,NA,NA,NA
30111,"Yellowstone County","Montana","Mortality","White NH","Male",163.4,7.7,7,NA,13.4,NA,6.7,NA,4.8,7.5,5.9,30.2,NA,6.8,7.1,NA,10.6,21,NA,NA
32001,"Churchill County","Nevada","Mortality","All","All",157.4,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,37.7,NA,NA,NA,NA,12.8,NA,NA,NA
32001,"Churchill County","Nevada","Mortality","All","Female",153.8,NA,NA,NA,NA,NA,NA,31.5,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA
32001,"Churchill County","Nevada","Mortality","All","Male",162.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.2,NA,NA,NA,NA,NA,NA,NA,NA
32001,"Churchill County","Nevada","Mortality","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32001,"Churchill County","Nevada","Mortality","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32001,"Churchill County","Nevada","Mortality","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32001,"Churchill County","Nevada","Mortality","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32001,"Churchill County","Nevada","Mortality","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32001,"Churchill County","Nevada","Mortality","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32001,"Churchill County","Nevada","Mortality","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32001,"Churchill County","Nevada","Mortality","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32001,"Churchill County","Nevada","Mortality","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32001,"Churchill County","Nevada","Mortality","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32001,"Churchill County","Nevada","Mortality","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32001,"Churchill County","Nevada","Mortality","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32001,"Churchill County","Nevada","Mortality","White NH","All",165.5,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,40.6,NA,NA,NA,NA,11.1,NA,NA,NA
32001,"Churchill County","Nevada","Mortality","White NH","Female",157.9,NA,NA,NA,NA,NA,NA,34.3,NA,NA,NA,32.6,NA,NA,NA,NA,NA,NA,NA,NA
32001,"Churchill County","Nevada","Mortality","White NH","Male",175.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.6,NA,NA,NA,NA,NA,NA,NA,NA
32003,"Clark County","Nevada","Mortality","All","All",147.3,4.9,3.5,NA,14.1,NA,3.8,NA,3.5,5.4,6.8,32.3,1.9,5.1,2.7,NA,11,NA,2.6,0.6
32003,"Clark County","Nevada","Mortality","All","Female",131.3,2.3,2.9,2.7,12.1,4.6,1.5,22.3,2.2,4.4,4.6,29.5,1,4.1,1.6,6.2,9.5,NA,2.3,0.5
32003,"Clark County","Nevada","Mortality","All","Male",167.4,8.1,4.2,NA,16.3,NA,6.4,NA,5,6.6,9.2,35.5,2.9,6.1,4.1,NA,12.6,20.7,3.1,0.6
32003,"Clark County","Nevada","Mortality","American Indian/Alaska Native NH","All",95.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32003,"Clark County","Nevada","Mortality","American Indian/Alaska Native NH","Female",104.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32003,"Clark County","Nevada","Mortality","American Indian/Alaska Native NH","Male",86.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32003,"Clark County","Nevada","Mortality","Asian/Pacific Islander NH","All",105.4,1.9,1.7,NA,12.5,NA,2,NA,1.2,3.6,8.1,21.9,NA,4.1,1.7,NA,8.5,NA,3.4,NA
32003,"Clark County","Nevada","Mortality","Asian/Pacific Islander NH","Female",97.9,NA,NA,2.7,9.9,3,NA,19.3,NA,2.5,5.2,17.7,NA,3.9,NA,4.9,8.4,NA,2.7,NA
32003,"Clark County","Nevada","Mortality","Asian/Pacific Islander NH","Male",116.9,2.6,NA,NA,16.2,NA,3.7,NA,NA,5,12,27.7,NA,4.6,2.2,NA,8.6,10.4,4.2,NA
32003,"Clark County","Nevada","Mortality","Black NH","All",171.2,4.9,3,NA,18.4,NA,3,NA,2.3,4.7,7.8,33.4,NA,3,2.6,NA,16.2,NA,3.4,NA
32003,"Clark County","Nevada","Mortality","Black NH","Female",150.4,NA,3,2.9,15.6,7.2,NA,32.2,NA,5,5.2,26.7,NA,2.4,NA,4.9,13.4,NA,3.3,NA
32003,"Clark County","Nevada","Mortality","Black NH","Male",201.5,8.8,3,NA,21.7,NA,4.6,NA,3.7,4.2,11,42.4,NA,3.8,3.6,NA,19.6,42.5,3.7,NA
32003,"Clark County","Nevada","Mortality","Hispanic","All",96.2,2.6,2,NA,10.6,NA,1.7,NA,2.9,3.5,7.2,14.1,0.8,4.1,1.2,NA,8.4,NA,3.6,NA
32003,"Clark County","Nevada","Mortality","Hispanic","Female",85.8,NA,1.7,1.5,8.1,4.1,NA,12.8,1.8,3.8,4.7,12.7,NA,3.4,NA,4.6,7.8,NA,3,NA
32003,"Clark County","Nevada","Mortality","Hispanic","Male",111,4.1,2.4,NA,13.7,NA,2.8,NA,4.4,3,10.1,15.8,NA,4.8,2.4,NA,9.2,14.4,4.4,NA
32003,"Clark County","Nevada","Mortality","White NH","All",165.4,6.1,4.6,NA,14.7,NA,4.9,NA,4.4,6.4,6.4,38.8,2.8,5.8,3.4,NA,11.4,NA,2.1,0.5
32003,"Clark County","Nevada","Mortality","White NH","Female",148.7,2.7,3.7,3.1,12.9,4.6,1.8,24.3,2.8,5,4.4,37.3,1.4,4.7,1.9,7.2,9.7,NA,1.6,0.4
32003,"Clark County","Nevada","Mortality","White NH","Male",185.1,9.9,5.5,NA,16.3,NA,8.1,NA,6,7.9,8.3,40.5,4.3,6.9,5,NA,13.2,20.9,2.5,0.6
32005,"Douglas County","Nevada","Mortality","All","All",136.1,4.5,7,NA,13.9,NA,4,NA,4.6,5.7,4.6,22.8,4.9,3.2,2.7,NA,9.2,NA,NA,NA
32005,"Douglas County","Nevada","Mortality","All","Female",124.9,NA,NA,NA,12.6,NA,NA,22.4,NA,NA,NA,22.3,NA,NA,NA,NA,10.1,NA,NA,NA
32005,"Douglas County","Nevada","Mortality","All","Male",149.2,8.3,9.5,NA,15.6,NA,7.2,NA,NA,9,5.3,23.1,NA,NA,NA,NA,8.5,16.8,NA,NA
32005,"Douglas County","Nevada","Mortality","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32005,"Douglas County","Nevada","Mortality","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32005,"Douglas County","Nevada","Mortality","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32005,"Douglas County","Nevada","Mortality","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32005,"Douglas County","Nevada","Mortality","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32005,"Douglas County","Nevada","Mortality","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32005,"Douglas County","Nevada","Mortality","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32005,"Douglas County","Nevada","Mortality","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32005,"Douglas County","Nevada","Mortality","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32005,"Douglas County","Nevada","Mortality","Hispanic","All",69.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32005,"Douglas County","Nevada","Mortality","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32005,"Douglas County","Nevada","Mortality","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32005,"Douglas County","Nevada","Mortality","White NH","All",145.3,5,8.3,NA,14.1,NA,4.6,NA,4.4,5.5,4.9,24.4,5.9,NA,NA,NA,9.8,NA,NA,NA
32005,"Douglas County","Nevada","Mortality","White NH","Female",132.3,NA,NA,NA,11.9,NA,NA,25.7,NA,NA,NA,23.6,NA,NA,NA,NA,10.3,NA,NA,NA
32005,"Douglas County","Nevada","Mortality","White NH","Male",160.3,9.1,11.2,NA,16.8,NA,8.2,NA,NA,8.5,NA,25.1,NA,NA,NA,NA,9.5,18,NA,NA
32007,"Elko County","Nevada","Mortality","All","All",125.4,NA,NA,NA,14.9,NA,NA,NA,NA,NA,7.5,22.6,NA,NA,NA,NA,8.9,NA,NA,NA
32007,"Elko County","Nevada","Mortality","All","Female",103.3,NA,NA,NA,NA,NA,NA,14.2,NA,NA,NA,24.6,NA,NA,NA,NA,NA,NA,NA,NA
32007,"Elko County","Nevada","Mortality","All","Male",153,NA,NA,NA,23.6,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,17.5,NA,NA
32007,"Elko County","Nevada","Mortality","American Indian/Alaska Native NH","All",118.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32007,"Elko County","Nevada","Mortality","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32007,"Elko County","Nevada","Mortality","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32007,"Elko County","Nevada","Mortality","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32007,"Elko County","Nevada","Mortality","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32007,"Elko County","Nevada","Mortality","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32007,"Elko County","Nevada","Mortality","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32007,"Elko County","Nevada","Mortality","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32007,"Elko County","Nevada","Mortality","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32007,"Elko County","Nevada","Mortality","Hispanic","All",96.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32007,"Elko County","Nevada","Mortality","Hispanic","Female",82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32007,"Elko County","Nevada","Mortality","Hispanic","Male",111.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32007,"Elko County","Nevada","Mortality","White NH","All",134.1,NA,NA,NA,15.3,NA,NA,NA,NA,NA,7.8,24.7,NA,NA,NA,NA,8.8,NA,NA,NA
32007,"Elko County","Nevada","Mortality","White NH","Female",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA
