FIPS,County,State,Type,RE,Sex,Site,AAR,AAC
30063,Missoula County,Montana,Mortality,Hispanic,Male,Melanoma of the Skin,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,Male,Melanoma of the Skin,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,Male,Melanoma of the Skin,,
30063,Missoula County,Montana,Mortality,All,All,Non-Hodgkin Lymphoma,2.8,4.0
30063,Missoula County,Montana,Mortality,White NH,All,Non-Hodgkin Lymphoma,2.3,3.0
30063,Missoula County,Montana,Mortality,Black NH,All,Non-Hodgkin Lymphoma,,
30063,Missoula County,Montana,Mortality,Hispanic,All,Non-Hodgkin Lymphoma,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,All,Non-Hodgkin Lymphoma,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,All,Non-Hodgkin Lymphoma,,
30063,Missoula County,Montana,Mortality,All,Female,Non-Hodgkin Lymphoma,,
30063,Missoula County,Montana,Mortality,White NH,Female,Non-Hodgkin Lymphoma,,
30063,Missoula County,Montana,Mortality,Black NH,Female,Non-Hodgkin Lymphoma,,
30063,Missoula County,Montana,Mortality,Hispanic,Female,Non-Hodgkin Lymphoma,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,Female,Non-Hodgkin Lymphoma,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,Female,Non-Hodgkin Lymphoma,,
30063,Missoula County,Montana,Mortality,All,Male,Non-Hodgkin Lymphoma,,
30063,Missoula County,Montana,Mortality,White NH,Male,Non-Hodgkin Lymphoma,,
30063,Missoula County,Montana,Mortality,Black NH,Male,Non-Hodgkin Lymphoma,,
30063,Missoula County,Montana,Mortality,Hispanic,Male,Non-Hodgkin Lymphoma,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,Male,Non-Hodgkin Lymphoma,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,Male,Non-Hodgkin Lymphoma,,
30063,Missoula County,Montana,Mortality,All,All,Oral Cavity & Pharynx,2.8,4.0
30063,Missoula County,Montana,Mortality,White NH,All,Oral Cavity & Pharynx,2.8,4.0
30063,Missoula County,Montana,Mortality,Black NH,All,Oral Cavity & Pharynx,,
30063,Missoula County,Montana,Mortality,Hispanic,All,Oral Cavity & Pharynx,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,All,Oral Cavity & Pharynx,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,All,Oral Cavity & Pharynx,,
30063,Missoula County,Montana,Mortality,All,Female,Oral Cavity & Pharynx,,
30063,Missoula County,Montana,Mortality,White NH,Female,Oral Cavity & Pharynx,,
30063,Missoula County,Montana,Mortality,Black NH,Female,Oral Cavity & Pharynx,,
30063,Missoula County,Montana,Mortality,Hispanic,Female,Oral Cavity & Pharynx,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,Female,Oral Cavity & Pharynx,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,Female,Oral Cavity & Pharynx,,
30063,Missoula County,Montana,Mortality,All,Male,Oral Cavity & Pharynx,,
30063,Missoula County,Montana,Mortality,White NH,Male,Oral Cavity & Pharynx,,
30063,Missoula County,Montana,Mortality,Black NH,Male,Oral Cavity & Pharynx,,
30063,Missoula County,Montana,Mortality,Hispanic,Male,Oral Cavity & Pharynx,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,Male,Oral Cavity & Pharynx,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,Male,Oral Cavity & Pharynx,,
30063,Missoula County,Montana,Mortality,All,Female,Ovary,5.6,4.0
30063,Missoula County,Montana,Mortality,White NH,Female,Ovary,5.7,4.0
30063,Missoula County,Montana,Mortality,Black NH,Female,Ovary,,
30063,Missoula County,Montana,Mortality,Hispanic,Female,Ovary,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,Female,Ovary,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,Female,Ovary,,
30063,Missoula County,Montana,Mortality,All,All,Pancreas,8.4,11.0
30063,Missoula County,Montana,Mortality,White NH,All,Pancreas,8.6,11.0
30063,Missoula County,Montana,Mortality,Black NH,All,Pancreas,,
30063,Missoula County,Montana,Mortality,Hispanic,All,Pancreas,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,All,Pancreas,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,All,Pancreas,,
30063,Missoula County,Montana,Mortality,All,Female,Pancreas,7.2,5.0
30063,Missoula County,Montana,Mortality,White NH,Female,Pancreas,7.5,5.0
30063,Missoula County,Montana,Mortality,Black NH,Female,Pancreas,,
30063,Missoula County,Montana,Mortality,Hispanic,Female,Pancreas,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,Female,Pancreas,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,Female,Pancreas,,
30063,Missoula County,Montana,Mortality,All,Male,Pancreas,9.5,6.0
30063,Missoula County,Montana,Mortality,White NH,Male,Pancreas,9.6,6.0
30063,Missoula County,Montana,Mortality,Black NH,Male,Pancreas,,
30063,Missoula County,Montana,Mortality,Hispanic,Male,Pancreas,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,Male,Pancreas,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,Male,Pancreas,,
30063,Missoula County,Montana,Mortality,All,Male,Prostate,21.5,13.0
30063,Missoula County,Montana,Mortality,White NH,Male,Prostate,21.0,12.0
30063,Missoula County,Montana,Mortality,Black NH,Male,Prostate,,
30063,Missoula County,Montana,Mortality,Hispanic,Male,Prostate,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,Male,Prostate,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,Male,Prostate,,
30063,Missoula County,Montana,Mortality,All,All,Stomach,,
30063,Missoula County,Montana,Mortality,White NH,All,Stomach,,
30063,Missoula County,Montana,Mortality,Black NH,All,Stomach,,
30063,Missoula County,Montana,Mortality,Hispanic,All,Stomach,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,All,Stomach,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,All,Stomach,,
30063,Missoula County,Montana,Mortality,All,Female,Stomach,,
30063,Missoula County,Montana,Mortality,White NH,Female,Stomach,,
30063,Missoula County,Montana,Mortality,Black NH,Female,Stomach,,
30063,Missoula County,Montana,Mortality,Hispanic,Female,Stomach,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,Female,Stomach,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,Female,Stomach,,
30063,Missoula County,Montana,Mortality,All,Male,Stomach,,
30063,Missoula County,Montana,Mortality,White NH,Male,Stomach,,
30063,Missoula County,Montana,Mortality,Black NH,Male,Stomach,,
30063,Missoula County,Montana,Mortality,Hispanic,Male,Stomach,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,Male,Stomach,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,Male,Stomach,,
30063,Missoula County,Montana,Mortality,All,All,Thyroid,,
30063,Missoula County,Montana,Mortality,White NH,All,Thyroid,,
30063,Missoula County,Montana,Mortality,Black NH,All,Thyroid,,
30063,Missoula County,Montana,Mortality,Hispanic,All,Thyroid,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,All,Thyroid,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,All,Thyroid,,
30063,Missoula County,Montana,Mortality,All,Female,Thyroid,,
30063,Missoula County,Montana,Mortality,White NH,Female,Thyroid,,
30063,Missoula County,Montana,Mortality,Black NH,Female,Thyroid,,
30063,Missoula County,Montana,Mortality,Hispanic,Female,Thyroid,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,Female,Thyroid,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,Female,Thyroid,,
30063,Missoula County,Montana,Mortality,All,Male,Thyroid,,
30063,Missoula County,Montana,Mortality,White NH,Male,Thyroid,,
30063,Missoula County,Montana,Mortality,Black NH,Male,Thyroid,,
30063,Missoula County,Montana,Mortality,Hispanic,Male,Thyroid,,
30063,Missoula County,Montana,Mortality,American Indian/Alaska Native NH,Male,Thyroid,,
30063,Missoula County,Montana,Mortality,Asian/Pacific Islander NH,Male,Thyroid,,
30065,Musselshell County,Montana,Mortality,All,All,All Site,169.2,14.0
30065,Musselshell County,Montana,Mortality,White NH,All,All Site,169.3,14.0
30065,Musselshell County,Montana,Mortality,Black NH,All,All Site,,
30065,Musselshell County,Montana,Mortality,Hispanic,All,All Site,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,All,All Site,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,All,All Site,,
30065,Musselshell County,Montana,Mortality,All,Female,All Site,160.7,6.0
30065,Musselshell County,Montana,Mortality,White NH,Female,All Site,156.3,6.0
30065,Musselshell County,Montana,Mortality,Black NH,Female,All Site,,
30065,Musselshell County,Montana,Mortality,Hispanic,Female,All Site,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Female,All Site,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Female,All Site,,
30065,Musselshell County,Montana,Mortality,All,Male,All Site,181.4,8.0
30065,Musselshell County,Montana,Mortality,White NH,Male,All Site,187.9,8.0
30065,Musselshell County,Montana,Mortality,Black NH,Male,All Site,,
30065,Musselshell County,Montana,Mortality,Hispanic,Male,All Site,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Male,All Site,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Male,All Site,,
30065,Musselshell County,Montana,Mortality,All,All,Bladder,,
30065,Musselshell County,Montana,Mortality,White NH,All,Bladder,,
30065,Musselshell County,Montana,Mortality,Black NH,All,Bladder,,
30065,Musselshell County,Montana,Mortality,Hispanic,All,Bladder,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,All,Bladder,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,All,Bladder,,
30065,Musselshell County,Montana,Mortality,All,Female,Bladder,,
30065,Musselshell County,Montana,Mortality,White NH,Female,Bladder,,
30065,Musselshell County,Montana,Mortality,Black NH,Female,Bladder,,
30065,Musselshell County,Montana,Mortality,Hispanic,Female,Bladder,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Female,Bladder,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Female,Bladder,,
30065,Musselshell County,Montana,Mortality,All,Male,Bladder,,
30065,Musselshell County,Montana,Mortality,White NH,Male,Bladder,,
30065,Musselshell County,Montana,Mortality,Black NH,Male,Bladder,,
30065,Musselshell County,Montana,Mortality,Hispanic,Male,Bladder,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Male,Bladder,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Male,Bladder,,
30065,Musselshell County,Montana,Mortality,All,All,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,White NH,All,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,Black NH,All,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,Hispanic,All,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,All,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,All,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,All,Female,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,White NH,Female,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,Black NH,Female,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,Hispanic,Female,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Female,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Female,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,All,Male,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,White NH,Male,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,Black NH,Male,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,Hispanic,Male,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Male,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Male,Brain & ONS,,
30065,Musselshell County,Montana,Mortality,All,Female,Cervix,,
30065,Musselshell County,Montana,Mortality,White NH,Female,Cervix,,
30065,Musselshell County,Montana,Mortality,Black NH,Female,Cervix,,
30065,Musselshell County,Montana,Mortality,Hispanic,Female,Cervix,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Female,Cervix,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Female,Cervix,,
30065,Musselshell County,Montana,Mortality,All,All,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,White NH,All,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,Black NH,All,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,Hispanic,All,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,All,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,All,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,All,Female,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,White NH,Female,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,Black NH,Female,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,Hispanic,Female,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Female,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Female,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,All,Male,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,White NH,Male,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,Black NH,Male,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,Hispanic,Male,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Male,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Male,Colon & Rectum,,
30065,Musselshell County,Montana,Mortality,All,Female,"Corpus Uteri & Uterus, NOS",,
30065,Musselshell County,Montana,Mortality,White NH,Female,"Corpus Uteri & Uterus, NOS",,
30065,Musselshell County,Montana,Mortality,Black NH,Female,"Corpus Uteri & Uterus, NOS",,
30065,Musselshell County,Montana,Mortality,Hispanic,Female,"Corpus Uteri & Uterus, NOS",,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Female,"Corpus Uteri & Uterus, NOS",,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Female,"Corpus Uteri & Uterus, NOS",,
30065,Musselshell County,Montana,Mortality,All,All,Esophagus,,
30065,Musselshell County,Montana,Mortality,White NH,All,Esophagus,,
30065,Musselshell County,Montana,Mortality,Black NH,All,Esophagus,,
30065,Musselshell County,Montana,Mortality,Hispanic,All,Esophagus,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,All,Esophagus,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,All,Esophagus,,
30065,Musselshell County,Montana,Mortality,All,Female,Esophagus,,
30065,Musselshell County,Montana,Mortality,White NH,Female,Esophagus,,
30065,Musselshell County,Montana,Mortality,Black NH,Female,Esophagus,,
30065,Musselshell County,Montana,Mortality,Hispanic,Female,Esophagus,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Female,Esophagus,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Female,Esophagus,,
30065,Musselshell County,Montana,Mortality,All,Male,Esophagus,,
30065,Musselshell County,Montana,Mortality,White NH,Male,Esophagus,,
30065,Musselshell County,Montana,Mortality,Black NH,Male,Esophagus,,
30065,Musselshell County,Montana,Mortality,Hispanic,Male,Esophagus,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Male,Esophagus,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Male,Esophagus,,
30065,Musselshell County,Montana,Mortality,All,Female,Female Breast,,
30065,Musselshell County,Montana,Mortality,White NH,Female,Female Breast,,
30065,Musselshell County,Montana,Mortality,Black NH,Female,Female Breast,,
30065,Musselshell County,Montana,Mortality,Hispanic,Female,Female Breast,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Female,Female Breast,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Female,Female Breast,,
30065,Musselshell County,Montana,Mortality,All,All,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,White NH,All,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,Black NH,All,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,Hispanic,All,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,All,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,All,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,All,Female,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,White NH,Female,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,Black NH,Female,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,Hispanic,Female,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Female,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Female,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,All,Male,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,White NH,Male,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,Black NH,Male,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,Hispanic,Male,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Male,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Male,Kidney & Renal Pelvis,,
30065,Musselshell County,Montana,Mortality,All,All,Leukemia,,
30065,Musselshell County,Montana,Mortality,White NH,All,Leukemia,,
30065,Musselshell County,Montana,Mortality,Black NH,All,Leukemia,,
30065,Musselshell County,Montana,Mortality,Hispanic,All,Leukemia,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,All,Leukemia,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,All,Leukemia,,
30065,Musselshell County,Montana,Mortality,All,Female,Leukemia,,
30065,Musselshell County,Montana,Mortality,White NH,Female,Leukemia,,
30065,Musselshell County,Montana,Mortality,Black NH,Female,Leukemia,,
30065,Musselshell County,Montana,Mortality,Hispanic,Female,Leukemia,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Female,Leukemia,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Female,Leukemia,,
30065,Musselshell County,Montana,Mortality,All,Male,Leukemia,,
30065,Musselshell County,Montana,Mortality,White NH,Male,Leukemia,,
30065,Musselshell County,Montana,Mortality,Black NH,Male,Leukemia,,
30065,Musselshell County,Montana,Mortality,Hispanic,Male,Leukemia,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Male,Leukemia,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Male,Leukemia,,
30065,Musselshell County,Montana,Mortality,All,All,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,White NH,All,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,Black NH,All,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,Hispanic,All,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,All,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,All,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,All,Female,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,White NH,Female,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,Black NH,Female,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,Hispanic,Female,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Female,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Female,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,All,Male,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,White NH,Male,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,Black NH,Male,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,Hispanic,Male,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Male,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Male,Liver & IBD,,
30065,Musselshell County,Montana,Mortality,All,All,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,White NH,All,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,Black NH,All,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,Hispanic,All,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,All,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,All,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,All,Female,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,White NH,Female,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,Black NH,Female,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,Hispanic,Female,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Female,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Female,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,All,Male,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,White NH,Male,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,Black NH,Male,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,Hispanic,Male,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Male,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Male,Lung & Bronchus,,
30065,Musselshell County,Montana,Mortality,All,All,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,White NH,All,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,Black NH,All,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,Hispanic,All,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,All,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,All,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,All,Female,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,White NH,Female,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,Black NH,Female,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,Hispanic,Female,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Female,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Female,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,All,Male,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,White NH,Male,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,Black NH,Male,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,Hispanic,Male,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Male,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Male,Melanoma of the Skin,,
30065,Musselshell County,Montana,Mortality,All,All,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,White NH,All,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,Black NH,All,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,Hispanic,All,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,All,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,All,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,All,Female,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,White NH,Female,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,Black NH,Female,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,Hispanic,Female,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Female,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Female,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,All,Male,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,White NH,Male,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,Black NH,Male,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,Hispanic,Male,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Male,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Male,Non-Hodgkin Lymphoma,,
30065,Musselshell County,Montana,Mortality,All,All,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,White NH,All,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,Black NH,All,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,Hispanic,All,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,All,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,All,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,All,Female,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,White NH,Female,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,Black NH,Female,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,Hispanic,Female,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Female,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Female,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,All,Male,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,White NH,Male,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,Black NH,Male,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,Hispanic,Male,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Male,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Male,Oral Cavity & Pharynx,,
30065,Musselshell County,Montana,Mortality,All,Female,Ovary,,
30065,Musselshell County,Montana,Mortality,White NH,Female,Ovary,,
30065,Musselshell County,Montana,Mortality,Black NH,Female,Ovary,,
30065,Musselshell County,Montana,Mortality,Hispanic,Female,Ovary,,
30065,Musselshell County,Montana,Mortality,American Indian/Alaska Native NH,Female,Ovary,,
30065,Musselshell County,Montana,Mortality,Asian/Pacific Islander NH,Female,Ovary,,
30065,Musselshell County,Montana,Mortality,All,All,Pancreas,,
